G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20160401HHLG0,20160401,LG,HH,0,B,0,W,0,36,184,52,46,13,2,0,0,0,0,3,0,3,0,0,10,1,0,0,0,4,4,0.642857143,1.285714286,2.4
20160401HHLG0,20160401,HH,LG,0,T,0,L,0,34,196,47,42,9,2,0,1,2,1,1,0,4,0,0,11,0,1,0,0,5,4,1.5,1.0,0.75
20160401HTNC0,20160401,NC,HT,0,B,0,W,0,27,143,38,34,8,3,0,1,0,0,0,0,3,0,1,10,1,2,0,0,4,4,1.333333333,1.038461538,2.142857143
20160401HTNC0,20160401,HT,NC,0,T,0,L,0,24,147,36,30,9,2,0,2,0,0,1,0,5,0,0,9,1,0,0,0,5,5,0.5,1.6956521740000001,1.875
20160401KTSK0,20160401,SK,KT,0,B,0,L,0,27,151,42,36,11,0,0,2,2,1,0,1,4,0,1,7,0,0,0,0,8,8,1.0,2.357142857,2.25
20160401KTSK0,20160401,KT,SK,0,T,0,W,0,27,147,36,36,10,5,0,1,0,0,0,0,0,0,0,7,1,0,0,0,4,4,1.8,1.75,0.272727273
20160401LTWO0,20160401,WO,LT,0,B,0,L,0,27,145,39,37,11,2,0,0,1,0,0,0,2,0,0,6,2,0,0,0,2,1,0.25,1.4444444440000002,0.818181818
20160401LTWO0,20160401,LT,WO,0,T,0,W,4,27,138,36,30,6,1,0,0,0,2,0,1,5,0,0,6,0,0,0,1,1,0,0.0,1.222222222,1.0
20160401OBSS0,20160401,SS,OB,0,B,0,L,0,27,147,37,31,8,0,0,2,2,1,1,1,3,0,1,3,1,0,0,1,5,4,0.375,2.5714285709999998,3.0
20160401OBSS0,20160401,OB,SS,0,T,0,W,1,27,146,35,32,8,0,0,0,1,1,0,0,2,0,1,6,2,1,0,0,1,1,1.0,2.0,1.6666666669999999
20160402HHLG0,20160402,LG,HH,0,B,0,W,2,33,176,50,43,13,4,0,0,0,1,2,0,3,1,2,9,0,0,0,0,7,7,1.9090909090000001,1.2727272729999999,1.5
20160402HHLG0,20160402,HH,LG,0,T,0,L,0,30,222,49,40,12,2,1,1,1,2,0,0,8,0,1,9,0,2,0,1,8,8,4.0,2.111111111,3.0
20160402HTNC0,20160402,NC,HT,0,B,0,L,0,27,152,39,33,8,2,0,1,1,1,1,0,5,0,0,8,0,0,0,0,4,4,3.6,1.5,2.5714285709999998
20160402HTNC0,20160402,HT,NC,0,T,0,W,0,27,146,36,33,7,1,0,1,1,0,0,0,2,0,1,5,1,0,0,0,3,3,0.75,0.6,1.5
20160402KTSK0,20160402,SK,KT,0,B,0,W,0,30,162,41,34,8,0,0,0,0,2,1,0,6,0,0,3,2,1,0,1,3,2,1.875,1.4,0.428571429
20160402KTSK0,20160402,KT,SK,0,T,0,L,0,28,173,44,37,10,2,0,1,2,0,0,0,6,2,1,6,1,1,0,0,4,4,1.875,1.714285714,2.0
20160402LTWO0,20160402,WO,LT,0,B,0,W,3,27,167,39,34,8,3,0,0,2,1,0,0,5,0,0,9,0,0,0,0,3,3,1.2,1.263157895,0.545454545
